order_id,customer_id,order_status,order_purchase_timestamp,product_category,payment_method,installments,item_price_usd,shipping_cost_usd,installment_divide,monthly_price
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,delivered,2017.1.23 18:29,furniture_decor,boleto,0,3.781,3.0495,0.0,0.0
9559e0b00c67d159a266152428f85615,c3498e41d1549d56c4cbde7cbfdabeb3,delivered,2017.1.30 10:47,auto,credit_card,0,28.101,3.42,0.0,0.0
35aa6b03b34d8d0a5c1eaae2bb5fcf76,18f5e4ab94b6b5fdcf32dade57defe50,delivered,2017.1.31 17:40,auto,credit_card,1,9.4981,2.7588,0.08333333333333333,0.7915083333333334
80dabd6ee5b0e0d7d5672d511ca8cc7e,fbea4ed949b70f597425d14164f82851,delivered,2017.10.1 20:04,health_beauty,credit_card,1,17.0981,3.1141,0.08333333333333333,1.4248416666666666
3389e2333066b728a245423a73f3f82c,45c155ac404d868fd8f1d07e8cd916c3,delivered,2017.10.1 9:15,auto,boleto,1,,2.869,0.08333333333333333,
59697a047029d320ad8cd20be053f39d,42af8991a3fe9285369b2fd2f2fd0c65,delivered,2017.10.10 11:56,telephony,credit_card,1,,2.9032,0.08333333333333333,
ce9a4145e5720586690aa60fd0128597,9d8eea9c9b15c34514bef695a0c0653e,delivered,2017.10.10 13:35,auto,credit_card,5,,2.869,0.4166666666666667,
80ccfbf4b2d0155bcaacdfac409fce16,71258da264186f80c019c4064b6e03bd,delivered,2017.10.11 0:57,health_beauty,credit_card,5,17.0981,3.1141,0.4166666666666667,7.124208333333333
c17d6a9708cfd25cb90e960da4123e07,4c1a5dc3d05bbb5004b795e136809b6e,delivered,2017.10.11 14:27,garden_tools,credit_card,2,18.81,6.2852,0.16666666666666666,3.135
b45d11b61c2a68756bbbd7665d67e812,52bd992e7e198bdcdd18854c7c2c1667,delivered,2017.10.11 21:55,health_beauty,credit_card,8,17.0981,3.1141,0.6666666666666666,11.398733333333332
26bd0671edd018403939ee3037e81af4,7073c349e3ebe9751ad154ad30b92e25,delivered,2017.10.11 9:57,health_beauty,credit_card,8,17.0981,2.9241,0.6666666666666666,11.398733333333332
cc91697062f893c9903a248153c34e8d,553c6d0e5cb98f7510e2b0ae4a1acc25,delivered,2017.10.12 16:48,auto,boleto,0,,4.8697,0.0,
f9f15e02ed74cf8a21b8266a55498942,e1f67a370030c2c5695ee3f95c44cd90,delivered,2017.10.12 21:46,health_beauty,credit_card,5,17.0981,4.3605,0.4166666666666667,7.124208333333333
03a9581b10792275c52316cbbca5810f,94fc77dc2051c809864298a90c59b7cb,delivered,2017.10.13 12:04,auto,credit_card,1,7.6,2.869,0.08333333333333333,0.6333333333333333
fa970cce95e940c0f5adae718f25364c,53e7e398583fd2dfe791d236920eba9c,delivered,2017.10.13 12:28,auto,boleto,1,28.101,3.0001,0.08333333333333333,2.3417499999999998
c2ff08c0c7d631b32eb1040d9fb73161,7e80e1ed7a11adbfa4014d0839376d80,delivered,2017.10.13 14:49,health_beauty,credit_card,8,17.0981,3.6423,0.6666666666666666,11.398733333333332
67ec1ff2fc90decdce72e2299a384ee1,50f6c271b53735b0b626548afb4e50c4,delivered,2017.10.14 11:30,baby,boleto,1,20.8981,10.9136,0.08333333333333333,1.7415083333333332
0517f595d01e0c246ac759a754c6ca64,7e393e5538c26c13c74bb6fc603a59a8,delivered,2017.10.15 16:32,health_beauty,credit_card,6,,2.4643,0.5,
bb6b207f81557d17e581c9fe1422e070,ae5ca79e6893b64189a5b4044aaeb70a,delivered,2017.10.15 17:27,garden_tools,credit_card,1,18.81,4.1306,0.08333333333333333,1.5675
1a3ccc1695931b2cb7a95065e0c81e4b,cd7df89ab76adcfe3e1b4a36b042b081,invoiced,2017.10.16 12:21,health_beauty,boleto,0,,4.2218,0.0,
1a3ccc1695931b2cb7a95065e0c81e4b,cd7df89ab76adcfe3e1b4a36b042b081,invoiced,2017.10.16 12:21,health_beauty,boleto,1,6.6481,1.7594,0.08333333333333333,0.5540083333333333
296e1020c48c85d07b3fb22436e3e65b,2e13a3c09098f24694fdeeeea8015f1e,delivered,2017.10.16 15:05,health_beauty,credit_card,5,17.0981,5.1623,0.4166666666666667,7.124208333333333
594d9204df0349e9b6ddaeeecc1f0748,77cc3e952b4b134d8df91b12ec9696c4,delivered,2017.10.16 19:59,health_beauty,credit_card,0,,2.9241,0.0,
abbc17763bdada83cf456bf064360a39,09a0486222db9cfa202cdc41036569a6,delivered,2017.10.16 21:06,baby,credit_card,8,20.8981,5.1699,0.6666666666666666,13.932066666666666
33ceaf4ebfd2f04f54236b86d61c8770,d7caeb61acc60fc161dcf2b7b57387fb,delivered,2017.10.17 12:43,health_beauty,credit_card,0,17.0981,3.458,0.0,0.0
e4b0a27c86f8084e7e42e7602ecd6b29,e6c4ccb0245f6543cf63f264f78b127d,delivered,2017.10.17 9:02,baby,credit_card,0,20.8981,6.042,0.0,0.0
b0c24ba8fd93348465e99a9cfa27db35,e82226492769c23271bcb128343105bc,delivered,2017.10.18 17:37,auto,credit_card,1,7.6,1.5713,0.08333333333333333,0.6333333333333333
9016781565d9e706d145f406bbc06d8e,fabbcadf829676623bc7e2ced8888343,delivered,2017.10.19 10:54,garden_tools,credit_card,0,18.81,7.2181,0.0,0.0
