order_id,customer_id,order_status,order_purchase_timestamp,product_category,payment_method,installments,item_price_usd,shipping_cost_usd,is_weekend,installment_duration_type
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,delivered,2017-01-23 18:29:00,furniture_decor,boleto,0,3.781,3.0495,False,일시불
9559e0b00c67d159a266152428f85615,c3498e41d1549d56c4cbde7cbfdabeb3,delivered,2017-01-30 10:47:00,auto,credit_card,0,28.101,3.42,False,일시불
35aa6b03b34d8d0a5c1eaae2bb5fcf76,18f5e4ab94b6b5fdcf32dade57defe50,delivered,2017-01-31 17:40:00,auto,credit_card,1,9.4981,2.7588,False,단기
80dabd6ee5b0e0d7d5672d511ca8cc7e,fbea4ed949b70f597425d14164f82851,delivered,2017-10-01 20:04:00,health_beauty,credit_card,1,17.0981,3.1141,True,단기
3389e2333066b728a245423a73f3f82c,45c155ac404d868fd8f1d07e8cd916c3,delivered,2017-10-01 09:15:00,auto,boleto,1,30.305832309582303,2.869,True,단기
59697a047029d320ad8cd20be053f39d,42af8991a3fe9285369b2fd2f2fd0c65,delivered,2017-10-10 11:56:00,telephony,credit_card,1,30.305832309582303,2.9032,False,단기
ce9a4145e5720586690aa60fd0128597,9d8eea9c9b15c34514bef695a0c0653e,delivered,2017-10-10 13:35:00,auto,credit_card,5,30.305832309582303,2.869,False,장기
80ccfbf4b2d0155bcaacdfac409fce16,71258da264186f80c019c4064b6e03bd,delivered,2017-10-11 00:57:00,health_beauty,credit_card,5,17.0981,3.1141,False,장기
c17d6a9708cfd25cb90e960da4123e07,4c1a5dc3d05bbb5004b795e136809b6e,delivered,2017-10-11 14:27:00,garden_tools,credit_card,2,18.81,6.2852,False,단기
b45d11b61c2a68756bbbd7665d67e812,52bd992e7e198bdcdd18854c7c2c1667,delivered,2017-10-11 21:55:00,health_beauty,credit_card,8,17.0981,3.1141,False,장기
26bd0671edd018403939ee3037e81af4,7073c349e3ebe9751ad154ad30b92e25,delivered,2017-10-11 09:57:00,health_beauty,credit_card,8,17.0981,2.9241,False,장기
cc91697062f893c9903a248153c34e8d,553c6d0e5cb98f7510e2b0ae4a1acc25,delivered,2017-10-12 16:48:00,auto,boleto,0,30.305832309582303,4.8697,False,일시불
f9f15e02ed74cf8a21b8266a55498942,e1f67a370030c2c5695ee3f95c44cd90,delivered,2017-10-12 21:46:00,health_beauty,credit_card,5,17.0981,4.3605,False,장기
03a9581b10792275c52316cbbca5810f,94fc77dc2051c809864298a90c59b7cb,delivered,2017-10-13 12:04:00,auto,credit_card,1,7.6,2.869,False,단기
fa970cce95e940c0f5adae718f25364c,53e7e398583fd2dfe791d236920eba9c,delivered,2017-10-13 12:28:00,auto,boleto,1,28.101,3.0001,False,단기
c2ff08c0c7d631b32eb1040d9fb73161,7e80e1ed7a11adbfa4014d0839376d80,delivered,2017-10-13 14:49:00,health_beauty,credit_card,8,17.0981,3.6423,False,장기
0517f595d01e0c246ac759a754c6ca64,7e393e5538c26c13c74bb6fc603a59a8,delivered,2017-10-15 16:32:00,health_beauty,credit_card,6,30.305832309582303,2.4643,True,장기
bb6b207f81557d17e581c9fe1422e070,ae5ca79e6893b64189a5b4044aaeb70a,delivered,2017-10-15 17:27:00,garden_tools,credit_card,1,18.81,4.1306,True,단기
1a3ccc1695931b2cb7a95065e0c81e4b,cd7df89ab76adcfe3e1b4a36b042b081,invoiced,2017-10-16 12:21:00,health_beauty,boleto,0,30.305832309582303,4.2218,False,일시불
1a3ccc1695931b2cb7a95065e0c81e4b,cd7df89ab76adcfe3e1b4a36b042b081,invoiced,2017-10-16 12:21:00,health_beauty,boleto,1,6.6481,1.7594,False,단기
296e1020c48c85d07b3fb22436e3e65b,2e13a3c09098f24694fdeeeea8015f1e,delivered,2017-10-16 15:05:00,health_beauty,credit_card,5,17.0981,5.1623,False,장기
594d9204df0349e9b6ddaeeecc1f0748,77cc3e952b4b134d8df91b12ec9696c4,delivered,2017-10-16 19:59:00,health_beauty,credit_card,0,30.305832309582303,2.9241,False,일시불
abbc17763bdada83cf456bf064360a39,09a0486222db9cfa202cdc41036569a6,delivered,2017-10-16 21:06:00,baby,credit_card,8,20.8981,5.1699,False,장기
33ceaf4ebfd2f04f54236b86d61c8770,d7caeb61acc60fc161dcf2b7b57387fb,delivered,2017-10-17 12:43:00,health_beauty,credit_card,0,17.0981,3.458,False,일시불
e4b0a27c86f8084e7e42e7602ecd6b29,e6c4ccb0245f6543cf63f264f78b127d,delivered,2017-10-17 09:02:00,baby,credit_card,0,20.8981,6.042,False,일시불
b0c24ba8fd93348465e99a9cfa27db35,e82226492769c23271bcb128343105bc,delivered,2017-10-18 17:37:00,auto,credit_card,1,7.6,1.5713,False,단기
9016781565d9e706d145f406bbc06d8e,fabbcadf829676623bc7e2ced8888343,delivered,2017-10-19 10:54:00,garden_tools,credit_card,0,18.81,7.2181,False,일시불
163f329bfca575046bce743f0ec1f553,656cd8804dd6e53c365ce118a74c11b9,delivered,2017-10-19 17:01:00,perfumery,credit_card,7,27.075,2.375,False,장기
57274b4596c5c76c54168e88dbcf922f,5a0bcd880e75a7d11ab25fa7822706de,delivered,2017-10-02 10:28:00,garden_tools,credit_card,0,30.305832309582303,3.0609,False,일시불
e481f51cbdc54678b7cc49136f2d6af7,9ef432eb6251297304e76186b10a928d,delivered,2017-10-02 10:56:00,housewares,credit_card,1,5.6981,1.6568,False,단기
dc731e00fc45a039b43e6108a19c4db9,51365dd4199bd092e333ebcdb3f8942b,delivered,2017-10-20 10:34:00,stationery,boleto,1,3.781,2.869,False,단기
fece1a5c7d5e72767ad76c233788b414,10d62dc8911877b49e7a2a0981b60a24,delivered,2017-10-20 18:30:00,garden_tools,credit_card,1,16.91,8.5652,False,단기
9156fc69417fcbcd95042aa80d9eaaab,4e641f7435785c90fe41aee70a858cc2,delivered,2017-10-20 21:51:00,health_beauty,credit_card,1,17.0981,1.7936,False,단기
9ccf81055013ee5c95099ed3baf8ae4f,e4713a0e07528b06babe87ec0d8fe450,delivered,2017-10-21 00:17:00,garden_tools,voucher,0,18.81,7.8052,True,일시불
9ccf81055013ee5c95099ed3baf8ae4f,e4713a0e07528b06babe87ec0d8fe450,delivered,2017-10-21 00:17:00,garden_tools,voucher,1,30.305832309582303,7.8052,True,단기
eb999d408b8016b7bd014cf08348fe86,a7b21a6a3ce44761ce4955ab0ca3c99e,delivered,2017-10-21 20:53:00,health_beauty,credit_card,0,17.0981,3.1141,True,일시불
eb999d408b8016b7bd014cf08348fe86,a7b21a6a3ce44761ce4955ab0ca3c99e,delivered,2017-10-21 20:53:00,health_beauty,voucher,1,17.0981,3.1141,True,단기
5ba1e204119e95eb1b943b861e788a7a,5ad6bc8f1dc030d6adbb044fc6a7e394,delivered,2017-10-23 12:57:00,health_beauty,credit_card,8,17.0981,2.9241,False,장기
ecfedc3b6324cb92d08d241268a15046,e061c2ded773c5f33557a5d1fc914d23,delivered,2017-10-23 18:37:00,health_beauty,credit_card,3,17.0981,1.7936,False,단기
bfc39df4f36c3693ff3b63fcbea9e90a,53904ddbea91e1e92b2b3f1d09a7af86,delivered,2017-10-23 23:26:00,housewares,boleto,1,5.6981,2.679,False,단기
1578453b93b542fbde0dd65c46a7dbf7,6145a1c208d95c11171e447c4368c855,delivered,2017-10-24 00:57:00,cool_stuff,credit_card,4,26.581,1.8601,False,장기
828cb23d35630c92b140ab22ff23c485,469884f267ad928b17fa5cc2751ef2c9,delivered,2017-10-24 22:10:00,health_beauty,credit_card,8,17.0981,3.1141,False,장기
75f7b50b5222f09346ec8672c17121a3,5bd83f73e8be292c3e97498b88d94784,delivered,2017-10-24 22:50:00,garden_tools,credit_card,2,17.0981,4.9875,False,단기
423a74bc335eb62b36ac17941c6eb309,a4d6b3356897a55042079b2be9f115d0,delivered,2017-10-25 14:59:00,electronics,credit_card,5,6.631,2.8709,False,장기
5a43a71d1ddc76ba951f292c1b4c66c2,ed9905aa9b57c2aa73612f73bafc9588,delivered,2017-10-26 10:46:00,health_beauty,credit_card,4,17.0981,2.9241,False,장기
818878a0bdfd8a8cf46e474a03fc5366,e865ee96ba1d73c1bfad1dc94269fc14,delivered,2017-10-26 13:43:00,health_beauty,boleto,1,17.0981,3.1141,False,단기
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:00,telephony,voucher,1,14.44,3.2243,False,단기
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:00,telephony,voucher,1,14.44,3.2243,False,단기
83018ec114eee8641c97e08f7b4e926f,7f8c8b9c2ae27bf3300f670c3d478be8,delivered,2017-10-26 15:54:00,telephony,credit_card,1,14.44,3.2243,False,단기
7aad0379bac4fe5dcb0a97650eaf957d,47fe922e79ee75abc08ee8a081c80958,delivered,2017-10-26 17:00:00,electronics,boleto,1,30.305832309582303,3.0609,False,단기
1534abac962760cbb058568f7dffc105,b846ef8789f3c1086d7777b1c575688f,delivered,2017-10-26 22:24:00,garden_tools,credit_card,2,17.0981,8.8889125,False,단기
b0f4af5c1b06e24fef510703bfe9f0a6,8e1ec396e317ff4c82a03ce16a0c3eb3,delivered,2017-10-27 15:21:00,perfumery,credit_card,3,27.075,4.142,False,단기
d63ca971879bcbc2bc28cb2b4a8d1c52,927f0faa2744e1cdf9e41f695584615a,delivered,2017-10-27 17:42:00,garden_tools,boleto,1,17.0981,4.9875,False,단기
2a4390df447b55c9fc49b6b97a786292,06ee4dba2450f13783c438648931931c,delivered,2017-10-29 15:26:00,health_beauty,credit_card,3,17.0981,1.7936,True,단기
213ede0c70c581ede2b365194da6d2fe,21119651f4644d55f2b8dc4221623047,delivered,2017-10-03 12:44:00,garden_tools,credit_card,2,18.81,7.8052,False,단기
ea7e528106f7ea156423a2cbafd75bc2,8d81bf44bb2e36dbfab5353d8b683420,delivered,2017-10-03 21:02:00,garden_tools,boleto,1,18.81,7.8052,False,단기
aac83029cedfde867c3b10c7762d84cd,e0914eefae8c413678da6e1c5fbb1ca2,delivered,2017-10-03 23:55:00,garden_tools,credit_card,2,18.81,6.4695,False,단기
52cb69feb3ca641836c8150716a8d2d7,38dcf8cf731c02ce3c72c5279307dee9,delivered,2017-10-03 02:20:00,baby,boleto,1,20.8981,5.1699,False,단기
7ac3402986077088fc8185e65ec5c7b1,c71aa5eeaeb9279b09bb725f6a2c8cd3,delivered,2017-10-31 20:17:00,garden_tools,credit_card,8,17.0981,2.8557,False,장기
7ac3402986077088fc8185e65ec5c7b1,c71aa5eeaeb9279b09bb725f6a2c8cd3,delivered,2017-10-31 20:17:00,garden_tools,credit_card,0,17.0981,2.8557,False,일시불
7ac3402986077088fc8185e65ec5c7b1,c71aa5eeaeb9279b09bb725f6a2c8cd3,delivered,2017-10-31 20:17:00,garden_tools,credit_card,0,17.0981,2.8557,False,일시불
